description,rating,format,genre
버스사고 후 공주로 환생했다 그런데 이 상황 어째 좀 익숙한데,9.79,story,fantasy
학교 괴담 그리고 사라지는 아이들환상에 홀려 사라진 아이들을 찾아야 한다소심한 영매 태경과 괴팍한 퇴마사 승하 그리고 아이들을 둘러싼 학교 괴담 미스터리 판타지,9.89,episode,fantasy
정체불명의 괴물로부터 시민들을 지키는 현신들과재능이나 특징이라곤 도 없는 소년 임수호 그에게 아주 특별한 일들이 연달아 일어난다,9.83,story,fantasy
지속되는 환경오염으로 황폐해진 지구 오염된 생물들의 피와 고기를 먹은 변종 식충식물들 그로 인한 변화와 인류에게 주어지는 재앙 변형된 동물들과 권모술수가 판치는 이곳 과연 우리는 어떻게 살아남을 것인가,9.11,story,fantasy
먼치킨 알바들에게 바람직한 사장이 되기 위한 평범한 살 식당사장의 우당탕탕 모험기,9.69,story,fantasy
문명의 발달에도 불구하고 여전히 마물이 날뛰는 판타지 세계평범한 공장노동자이던 리건은 갑작스럽게 마물을 전문적으로 사냥하는 부대 마물전담부대에 입대하게 된다그리고 그때부터 리건의 고달픈 군생활이 시작되는데격주 금요일 연재,9.89,omnibus,fantasy
신들의 운명 끝나지 않는 라그나로크의 그 과정을 전쟁의 한복판에서 자신들에게 예정된 부조리한 운명을 바꾸려고 필사적으로 노력하는 인간과 신의 이야기,9.89,story,fantasy
탄생과 동시에 악귀와 영혼이 뒤섞여버린 윤 영혼을 잠식해가는 악에 맞서 잃어버린 과거의 진실을 추적하라 과거 비극적인 사건으로 영혼을 보는 눈을 가지게 된 윤오랜 시간이 지난 뒤 그는 도망쳐 나왔던 고향 무진에서 기이한 사건들이 일어나고 있다는 소식을 듣게 되고 자신의 잃어버린 과거를 되찾기 위해 년 만에 마을로 들어서게 되는데,9.59,story,fantasy
귀접을 통해 무당이 되어가는 한 고등학생과 그를 둘러싼 백백교와 해동무종 그리고 음양사들의 음모와 난투극입니다 한국 최대의 사이비 종교였던 백백교와 한국의 귀도를 지키는 해동무종 그리고 그 동맹인 음양사들이 벌이는 판타지 액션입니다,9.08,story,fantasy
게임 시스템으로부터 이탈한 들의 생존기 출생을 자각하여 버그가 되어버린 이제 그들은 운영진의 업데이트 및 패치를 피해숨겨진 기차를 타고 생존의 길을 개척한다,9.84,story,fantasy
법이 접촉되지 않는 실험실 사람들을 가두고 끔찍한 인체실험을 자행하는 사람들 서로 다른 자유를 얻기 위한 싸움이 시작된다,9.74,story,fantasy
고 입시 준비 한창인 성실한 학생 이준석 해야 될 것들도 많은데 어머니의 강요로 괴이한 촌 동네로 이사 가게 되고 혼자서라도 공부를 해야 되는데 목숨을 위협하는 이상한 사건들에 휘말리게 된다 그 사건의 중심엔 언제나 탈을 쓴 인간이 있었다 아니 인간이 아닐 수도 있었다 하지만 준석은 믿고 싶었다 이 세상엔 귀신같은 비물질적인 존재는 없을 것이라고,9.62,story,fantasy
이곳 영물 학교에서는 장수를 하다 눈을 감은 동물들을영물로서 제의 삶을 살 수 있게 도와준다흰머리 오목눈이치고 굉장히 오래 장수한 유주도 영물이 된다는 말에흔쾌히 영물 학교에 입학을 하지만 자신의 생각과는 전혀 다른 삶에 첫날부터 당황하는데,9.85,story,fantasy
악마라고 펑펑 놀고 사는건 아냐 오늘도 고생하는 악마 헨리의 생활,9.9,story,fantasy
피폐 로판 빙의  지독히 얽히고 설킨 그들 일 업데이트하겠습니다,9.04,story,fantasy
평범한 삶을 살길 바라던 그녀의 앞에 나타난 똘끼충만 잘생긴 전학생갑작스럽게 등장한 그로 인해 더 이상 자신의 삶은 평범함과 가까워질 수 없음을 그녀는 순간 직감하고 말았다  월  주 회 일요일 업데이트 ,9.74,story,fantasy
년 전 먼 조상 마법사 덕분에 쥐꼬리만한 힘을 가진 집안 그중에 동물의 말을 알아듣는능력을 가진 실린이 보호자 내쫓기 바쁜 까칠한 수의사 우진과 만나게 되면서 동물들과 함께 하는 로맨스 스토리,9.81,story,fantasy
판타지 로맨스 극심한 발퀄 오그라듦 주의 부탁드립니다  자유연재  모든 피드백은 이메일로 부탁드립니다,9.89,story,fantasy
열두 축을 담당하며 인간들을 관장했던 십이지신전쟁과 살생으로 넘쳐나고 탐욕으로 더럽혀진 세상다른 신들 보다 유독 인간을 사랑했던 용신은 분노와 배신으로 바뀌어버렸고자신이 직접 통치하며 공포로써 군림하려 한다 수호자 해령과 견족의 마지막 후예 재오는 흩어져있는 지신들을 찾아용신에 맞서 세상을 지키려 한다,8.81,story,fantasy
들리는 것이 시각화되는 공감각 능력을 가진 소녀가 마법소녀가 됨으로써 시작되는 이야기 마법을 손에 넣은 순간부터 그녀에게 사람들의 어떤 말들이 날붙이로 보이기 시작한다,9.88,story,fantasy
만약 동화세계에 간다면 근데 막장임ㅎ,9.26,story,fantasy
비가 오면 다시 마네킹으로 변해버리는 불완전한 인간으로 되어버린 마네킹 도윤인간형 인형에 깊은 트라우마가 있어 마네킹 또한 끔찍이 싫어하는 지호도윤이 완벽한 인간이 되기 위해선 조건이 있는데반인반돌 도윤은 완벽한 인간이 될 수 있을까 ,9.81,story,fantasy
나의 세상은 너를 만난 순간부터 어긋나기 시작했다,9.87,story,fantasy
삶과 죽음의 경계에서 슬픔을 쫓는 남자 그리고 슬픔을 가진 사람들 그들의 이야기이 만화는 무서운 장면이 나오니 보는데 주의해주세요자유 연재 글 그림 김마토팬아트나 궁금한 점은 로 보내주세요ㅎㅎ,9.89,story,fantasy
물 속에서 괴물들이 출몰하고 인류는 바다에서 멀어져 생활하기를 몇 년째 그 속에서 카브르와 마야는 호기심과 희망을 가지고 모험을 떠나기로 약속한다  격주연재,9.89,story,fantasy
등장 인물은 단 한 명 뿐 기억들의 배틀로얄 토요일 시 격주연재,9.88,story,fantasy
평범한 알바생인 제나는 파라시에 세계의 왕이 되는데,9.13,story,fantasy
평범한 아웃사이더 권태웅은 초능력자 월인들의 학교에서 만월인이자 엄친딸 신미호를 만나게 되고 파란만장한 학교생활을 보내게 되는데 자유연재,9.82,story,fantasy
악당으로 낙인찍혀 사는 아이들의 삶 그곳에 순응하며 사는 얀새는 시루를 만나고 혁명을 꿈꾸게 된다,9.88,story,fantasy
과거 용사와 동료들은 마왕으로부터 세상을 구한다 그로부터 년 후끝나지 않은 용사와 동료들의 이야기,9.72,story,fantasy
벗어나고 싶은 여자와 머물고 싶은 남자의 이야기  격주 금요일 연재입니다,9.64,story,fantasy
천재과학자 시현이 만든 세계 뉴 라이프 이를 이용한 정부의 거대한 음모 앞에서 그녀는 자신의 뉴 라이프를 되찾아오고자 결심한다 네 명의 여자가 뜻을 모은다 그들이 만든 소설 여름에 내린 서리를 이용하기로,9.1,story,fantasy
한 만화의 주인공이 되지 못한 캐릭터들은 모두 기억을 잃은 채 쓰레기통으로 버려지는데 쓰레기의 성으로 버려진 한 소녀가 지워진 기억을 떠올리기 위해 실마리를 찾는다 월요일 업데이트,9.89,story,fantasy
년 전 마왕과 딱 한 마디 나눴을 뿐인데 그걸 이유로 용사가 되어버렸다세계의 존망이 내 손에 걸려있다니 그게 무슨 소리야 본격 라디아의 좌충우돌 모험 로맨스 판타지 자유연재,9.59,story,fantasy
소년은 용과 싸운다,9.74,story,fantasy
마계에서 해결사를 하는 소년소녀의 일상물연중,9.88,omnibus,fantasy
지금 여러분들이 살아가는 일상생활 속에도 판타지는 있습니다,9.6,story,fantasy
도술과 요술의 있는 신개념 무협 판타지 액션로망,9.5,story,fantasy
왼쪽 일부가 얼어버리는 희귀병에 걸린 최아로 세상에서 차가운 것을 제일 싫어하는 류향기 그리고 그런 향기 옆을 항상 지켜주는 주요한 그리고청춘드라마 매주 금요일 오후시,8.84,story,fantasy
하찮은 인간들의 사후세계를 결정지을 재판관 하지만 재판관도 잘 만나야 한다 모든 재판관이 똑같은 생각을 하지는 않는다 과연 재판관들은 어떤 기준으로 인간들을 나누는걸까 주 회 일요일 연재 ,9.9,omnibus,fantasy
사람을 살리는 능력을 가진 하루아당신은 사람을 살리는 능력을 가지면 어떻게 하겠습니까자유 연재문피아에서 나는 부활 마법을 가졌다 소설 연재중,9.85,story,fantasy
마법이 도래한 현대 마법사와 일반인이 공존한다 어느날 갑자기 좀비 바이러스가 퍼져 하루만에 전세계가 장악된다 주인공은 이 난관을 헤쳐나간다,9.33,story,fantasy
굳이 장르를 똑부러지게 정해보자면 판타지 일상개그 청춘반항 학원물토요일 격주연재,9.9,episode,fantasy
매주 금요일 연재일편단심 춘향인 몽룡 사랑하는 여인을 위해 저승까지 달려간다,9.75,story,fantasy
용사가 되고 싶던 김박살은 오수끝에 용사 라이센스를 따는데 성공한다신나서 모험을 떠나려는 김박살에게 다가오는 마왕의 마수,9.64,episode,fantasy
국가의 규모가 증대함에 따라 점차 치안에 대한 중요성이 대두되며 용병사업이 블루칩으로 떠올랐다 가장 막대한 자본과 거대한 기업규모를 자랑하는 수라 체계적인 육성 노하우로 용병의 질을 인정받는 포트가 두 용병단은 국가 용병사업을 이분하는 쌍두마차였다 그 중 포트가는 생체병기라 불리는 다섯 아이로 유명했다 국가 직속 용병단 선발 한 달 전 포트가 건물에 폭발사고가 일어났고 모두 수라를 의심했지만 물증은 없었다,9.46,story,fantasy
우리 세상과  닮은 그 곳에서 펼쳐지는 이야기동양판타지수요일,9.82,story,fantasy
용사가 되지 못한 용사지망생 그렇다고 기사가 되고 싶은 건 아니었는데  매주 화요일 연재  팬카페   ,9.85,story,fantasy
인간과 인어가 위태롭게 대치 중인 세상 인어사냥꾼 해주는 전학간 학교에서 인간으로 위장한 채 정체를 숨기고 있는 인어 원일을 만난다 둘은 개학 첫날부터 지독한 악연으로 엮이는데,9.9,story,fantasy
년쯤이면 나 대신 기계가 일해주는 줄 알았다,9.67,omnibus,fantasy
사람의 간을 먹는 해귀들발버둥치며 살아남으려는 소년의 이야기,9.78,story,fantasy
괴수를 무찌르는 인기절정 마법소녀 로라 끈질기게 따라붙는 광팬들과 마법소년 플루토에게 정체를 숨기며 괴수의 배후 악당과도  싸우게 된다 그것을 계기로 가정과 사회에서의 자신을 돌이켜보게 되는데,9.88,episode,fantasy
용과 인간의 싸움이 끊이지 않는 세상이곳에 어디에도 소속되지 못한 반인반룡 콤비가 있다,9.11,story,fantasy
우리집에 신이 될 남자가 찾아왔다  로맨스 판타지 시트콤매월 일 일 일 업로드,9.58,story,fantasy
헤드볼 친구들의 신나는 대모험 함께 떠나자,8.96,episode,fantasy
저주를 믿지 않던 소녀에게 씌워진 꿈 저주 꿈에서 깨어나기 위해 싸우는 그의 이야기,9.82,story,fantasy
소꿉친구의 몸에 들어간 외계인과 평범한 고등학생 은수의 조금 별나고 특별한 일주일 매주 월 연재,9.78,story,fantasy
솔직함에대한 솔직한 이야기,9.67,episode,fantasy
소심찌질 아싸인 내가 이세계를 구할 전설의 용사마왕을 해치울 용사로 선택된 아파트 주민들의 좌충우돌 모험기,9.43,story,fantasy
바쁜 가운데 무료함을 느끼며 살아가는 소예어느 날부터 그녀의 꿈에 자꾸 가면을 쓴 소년이 나타난다꿈 속의 소년이 소예를 알아보기 시작하는데,9.88,story,fantasy
한국의 평범한 대학생 조은해의 자취방에 정체불명의 괴생명체 깝치가 찾아온다 깝치의 허술한 협박에 속은 은해는 깝치에게 소원을 빌어야만 하는데,9.24,episode,fantasy
악마 윌과 소녀 엘리의 따뜻한 이야기,9.83,episode,fantasy
유진이 유진들을 보면서 유진에 대해 생각하는 유진의 옴니버스 이야기,9.88,omnibus,fantasy
대학교 졸업을 앞둔 김태희 앞에 나타난 이상한 어린아이 자신을 신이라 말하며 자취방을 침략하는데진짜 신 타나토스와 신을 믿지 않는 김태희의 투닥투닥 일상기,9.62,story,fantasy
사악한 마법사의 저주로 인해 오랜 잠에 빠져 있던 빅토리아 공주 그런데 오 년 만에 친구 앨빈에 의해 깨어나게 된다 하루빨리 왕궁으로 돌아가야만 하는데 잠들어 있던 탑에서 왕궁까지의 길은 험하고 멀기만 하다 이 여정 왠지 불안한데 동화 잠자는 숲 속의 공주를 재해석한 판타지,9.66,story,fantasy
젊어지기 위해 나무를 찾아 다니던 소녀의 이야기,9.77,story,fantasy
자신의 욕망을 이루기 위해 가면을 모아라,9.52,story,fantasy
운명의 주인은 누구인가,9.9,story,fantasy
작은 던전마을의 유일한 의사 해골씨의 일상 당분간 자유 연재,9.9,episode,fantasy
자살을 하려던 내가 갑작스레 떨어진 여기가 이세계라고 아니 그냥 이상한 세계라고,9.71,story,fantasy
열매는 어릴 적 한 꼬마에게 과일을 전해 받는데 남이 주는 건 먹지도 받지도 말라는 엄마의 말이 생각이 나 놀라 그 과일을 내처 버린다 그 뒤로 과일상인 사람들만 눈에 보이는 저주에 걸리고 마는데 대학생 열매의 인연 찾기가 시작된다,9.79,story,fantasy
오랜 시간동안 봉인되어 있던 달의 문지기 월을 우연히 만나게 된 여고생 한 겨울문지기가 달로 돌아갈 수 있는 힘이 충분히 채워질때 까지 한시적 동거를 허락하게 되었다,9.36,story,fantasy
환상과 현실의 섬 아틀레냐의 이야기,9.87,episode,fantasy
길을 잃고 낯선 숲에 도착한 사람들 숲에서 살아남아야 한다,9.53,story,fantasy
괴물들이 박해받고 용이 멸종한 세상에서옹기종기 모여 살아가는 괴물들 그리고 괴물들의 마을에 발령난 신입 택배기사의 스플래터 펑크 농촌 판타지 시트콤,9.83,episode,fantasy
살 고등학생 소년 안 믿음 어느 날 그에게 주어진 믿음대로 되는 능력 하지만 의도대로 되지 않는 능력 때문에 주변에서 이상한 일들만 벌어지는데 과연 그는 그 능력을 잘 다루게 될 수 있을까매주 목요일 시 연재,8.68,story,fantasy
괴바이러스 가 발생하고 세계는 인류 최대의 재난을 맞는다주인공 정사언은 초토화된 세상 속에서 살아남기 위해 분투하는중각성하게 되는데,9.47,story,fantasy
무대와 전생 육도를 넘나드는 항하사의 인간도 수호기 무용수 사는 공연 찰나삼세에 서고자 한국무용계의 거장 명설의 후계자가 된다 그러나 사가 물려받은 것은 꿈의 무대를 위해 싸워야만 하는 사  세상을 지키기 위해 진실을 응시해야만 하는 또 다른 후계자 항하 찰나와 같은 세상 속 꿈과 사명을 걸고 육도윤회의 부조리에 맞선다,9.78,story,fantasy
태초의 신들과 악의 전쟁 신의 아들이 명의 신장들과 선봉에서 전쟁을 승리로 이끌었으나 자재율을 어겨 천계에서 추방당한다  이후 마고가 두 명의 딸과 새로이 세상을 만들어 낸다 그리고 그곳에서 만난 신의 아들과  천녀  누군가에게는 전생 혹은 현생 내세의 삶 그 윤회 속 반복되는 인연과 어리석은 죄업 이리 죄업을 짓고 매우 심한 괴로움의 세계에 난 중생이나 그런 중생의 세계지옥 본 만화는 일부 무서운 장면을 포함하고 있습니다자유연재,9.45,story,fantasy
그 누구도 건드리지 못하는 천재소년에게 고난이 시작된다,9.89,story,fantasy
약육강식 어느 시대든 약한 자는 강한 자에 의해 죽임을 당하게 되더라도 어떠한 말도 할 수 없다 하지만 그것을 바꾸려 한다 아니 바꿔야만 한다 자신과 모두를 지키기 위한 판타지 이야기,9.86,story,fantasy
특수능력을 지닌 악당 덴마가꼬마의 몸에 갇혀 우주택배 업무를 하며 겪는 기상천외한 모험이야기,9.72,story,fantasy
습작만화 화요일 오후 시  인스타그램  ,9.92,story,fantasy
어느 마을에 정체불명의 무언가가 떨어지고 이후 알 수 없는 일들이 일어나기 시작하는데 화까지 매주 금요일 업로드 이후 화부터 자유연재 예정,9.83,story,fantasy
소녀는 잠에서 깨어나지 않은 채로 눈을떴다 그곳은 수상한 행성,9.84,story,fantasy
돈과 성공만을 전부로 아는 수의사 한철 사고 이후 동물들의 말을 들을 수 있게 되는데,9.74,story,fantasy
간절한 소원을 가진 정소원의 앞에 신비한 힘을 지닌 선우 신이 나타난다 정소원은 자신의 소원을 이룰 수 있을까 매주 금요일 오후시,9.87,story,fantasy
귀신을 보는 주인공 선호 지긋지긋 한 귀신에게서 벗어나려 하지만 귀신보다 더한 것들이 찾아오게 되는데,9.75,story,fantasy
도술과 마법의 격돌 악마와 시간여행에 대한 이야기 ,9.44,story,fantasy
카카오 웹툰웹툰원작 목요웹툰 백의사자라는 이름으로연재하고 있습니다,9.85,story,fantasy
태양계의 일상,9.89,omnibus,fantasy
학교 연못에 빠졌다가 나와 보니 여긴 어디판타지 세계 한가운데로 이동한 고등학생 도미나는 그 세계의 공주가 되어 있었다그럼 금은보화와 산해진미 수백의 하인들을 거느린 공주인가 아니 반란으로 인해 무너지려는 왕조의 도망 공주고생길이 고속도로 급으로 활짝 열린 몰락 공주 도미나의 이세계에서의 좌충우돌 코믹 생존기,9.65,story,fantasy
늑대 인간으로부터 소녀를 구하기 위해 헌터가 된 소년,7.65,story,fantasy
역모를 뒤집어쓴 채 멸문 당한 장군가의 후예 견호 투기장의 노비가 되어 삶을 이어가면서도 마음 속에는 원수들을 향한 복수심을 갈고 닦는다 그는 과연 어두운 마음 속에서 빛을 발견할 수 있을까,9.01,story,fantasy
길을 잃고 유령도시로 떨어지게된 주인공은 원래세계로 돌아가기위해유령도시를 탐색하기 시작한다격주연재,9.87,story,fantasy
전생에 말 많은 사람들의 이야기,9.89,story,fantasy
하나의 점을 향해 멸망해가는 우주멸망의 순간까지 투쟁하는 인류인간의 보존을 위해 고뇌하는 인공지능의중을 알 수 없는 신들그들의 이야기가 옴니버스로 펼쳐진다,9.76,omnibus,fantasy
케이와 아이의 시공을 초월한 러브 액션 로망,8.86,story,fantasy
버프툰에서 연재 시작했습니다매주 금요일 버프툰에서 만나요,9.69,story,fantasy
신들과 얽힐수 밖에 없는 소녀의 이야기,9.84,story,fantasy
나이 세의 김 영감에게는 고민이 있었는데 바로 자신의 손녀가 심각한 게임중독에 빠져일상생활을 하지 않았다는 것이었다 하지만 그 사실을 알게 된 김영감은 자신의 손녀가하고 있는 게임을 시작해 손녀와의 거리를 가깝게 만들어보려 한다,9.69,story,fantasy
신이 되고자하는 인간과 천지신을 모시는 궁궐 사람들의 갈등과 싸움진실에 먼저 도달하는 자는 누구일까,9.88,story,fantasy
비루한 소원만 들어주는 주전자 요정 지춘주인님의 짝사랑을 이루어줄 수 있을까,9.15,story,fantasy
년 전 형에게 일어난 화재사고 이후 건우는 매일 같이 악몽을 꾼다 그런데 어느 날 그에게 수상한 사람들이 찾아오는데,9.31,story,fantasy
정식연재작가 이메일  ,9.88,story,fantasy
죽으면 끝이라고 생각했다 그런데 심리상담 거주지 제공 이 사후 서비스는 뭐야 죽었지만 살아가야 한다 그리고 죽고 난 뒤에야 비로소 인간다운 삶을 산다,9.63,omnibus,fantasy
 매주 목요일 연재 갑자기 나타난 정체불명의 크리쳐들연구 끝에도 출처를 알 수 없었지만이내 크리쳐들을 사용하는 방법을 알게되고 크리비라 이름 짓는다시간이 흘러 크리비는 사회에 자연스레 녹아들었지만우리는 크리비에 대해 조금 더 알았어야만 했다,9.76,story,fantasy
오늘의 분 내일을 위한 생각 월화수목금 컷잠을 자고 일어나면 초능력이 바뀌는 소녀,9.52,episode,fantasy
떠돌이 생활을 하던 소녀 일행과 헤어지게 되는데,9.78,story,fantasy
,9.86,story,fantasy
년 과학의 발전과 초능력의 등장은 우리의 삶을 변화시켰다그리고 나는 행방불명된 엄마를 년째 찾고 있다,9.86,episode,fantasy
첫사랑 선배 동환을 잊지 못한 체 미련을 갖고 살아가는 수연 선배를 잊지 않고서는 새로운 사랑을 시작 할 수 없다 그런 수연에게 의문의 남자가 나타나고 수연은 선배와 함께 등교를 하던 고등학교 학년 시절로 돌아가게 된다 그리고 하나씩 떠오르는 그 때 그 감정 생각 추억들,9.83,story,fantasy
물로 가득차버린 지구의 섬들을 여행하는 관찰자의 이야기,9.87,omnibus,fantasy
자유연재입니다,9.9,omnibus,fantasy
평범한 일상을 지키기 위해 비밀의 문을 지키는 문지기가 되다 매주 화요일 연재,9.13,story,fantasy
침대 매트리스가 가라앉더니 새로운 세상이 나타났다 평범한 고이 꿈속으로 들어가서 벌어지는 이야기 매주 일요일 시,9.46,story,fantasy
신비한 능력을 사용하는 괴물 요물그리고 그 요물로 물건을 만드는 제작공들이 펼치는 액션 판타지,9.74,story,fantasy
탄생과 죽음 윤회 변치 않을 순리에 생긴 이변 그 속에 존재했던 사신들의 이야기,9.88,story,fantasy
어둠과 빛의 엘레멘트를 지닌 두 소녀와 대립하는 사람들 그리고 숨겨진 세계의 비밀격주 토요일 연재판타지 아카데미물,9.87,story,fantasy
새로운 힘을 두려워하는 자들과 세계의 질서를 바로잡으려는 자들,9.74,story,fantasy
사람 저승사자 동물들이 나오는 이야기,9.91,omnibus,fantasy
리뉴얼 연재 준비중,9.8,story,fantasy
인간이 된 백상아리 다시 바다로 돌아갈 수 있을까,9.89,story,fantasy
꿈속에서 만나는 특별한 친구,9.86,story,fantasy
요괴 신령 도깨비 요정 신수 우리가 아는 기묘한 존재들의 총집합 괴신 그리고 한때 우리는 모두 괴신이었다,9.85,story,fantasy
버려진 세계 망가져 버린 시간들 그리고 새로운 앨리스의 이야기,9.87,story,fantasy
용기사를 꿈꾸는 소년의 모험 이야기,9.58,story,fantasy
,9.89,episode,fantasy
유일신 마르하를 섬기는 고립된 제정일치 국가 다브 마르하의 지도자인 교황과 성녀를 새로 뽑기 위한 신탁이 내려지고 이에 후보들을 모아 시합을 하게 된다 후보들은 시합을 치르는 과정에서 시합의 진실에 대해 알아가게 되는데 매주 수요일 업데이트,9.87,story,fantasy
오래 전 던전 깊은 곳 여왕을 무찌르고 영웅이 된 파티 던사모 그러나 모두의 기대와는 다르게 던전의 문은 굳게 닫히고 파티는 해체된다 년이 지난 후 단장 앨런의 부탁으로 다시 뭉친 최고령 파티는 다시한번 던전 깊은 곳을 향한다,9.83,episode,fantasy
판타지 시트콤 라스가에,9.89,episode,fantasy
이상한 세계의 너와 나 그리고그 애,9.85,story,fantasy
미지의 힘을 깨우려는 사람들과 비밀 많은 부자의 이야기 목요일 연재 ,9.05,story,fantasy
자각몽을 꾸는 소녀,9.89,story,fantasy
과거가 바뀌고 현재가 뒤집혀 내가 알던 악당이 너무나 평범해졌다비록 첩자였지만 평범하게 변한 현재의 삶을 지키기로 다짐한다,9.47,story,fantasy
동양풍 판타지입니다 토요일 저녁에 업로드,9.9,story,fantasy
정신을 차렸을 때는 이미 이름도 추억도 그 무엇도 기억하지 못했다 기억나는 건 단 하나 돌아가고 싶다는 욕구 뿐 그러 던 중 만난 기이한 전기수와 기이한 괴물들이 함께 하게 되는데 기억을 찾고자 싸우는 사람과 본질을 얻고자 사는 괴물의 이야기 매주 목요일 업데이트 됩니다,9.87,episode,fantasy
벚꽃이 내리던 날 너와 내가 만났다인형의 몸을 가진 소녀와 그녀의 상처를 모두 받아들여주는 소년의 우정과 사랑이야기,9.89,story,fantasy
현실과 상상 그 어딘가의 이야기우리는 행복해지고 싶다 공모전 준비 현 연재 중단,9.31,episode,fantasy
여우비 저주에 걸린 시아 앞에 나타난아이돌 데뷔생 은호와 늑대인간 주환은시아의 운명을 바꿀 수 있을까,8.92,story,fantasy
무찔러라 괴물 공부해라 나 새끼 쟁취해라 사랑 응 사랑 특공대원으로 활약하게 된 고등학생들의 슈퍼히어로맨스,9.87,story,fantasy
언뜻 보면 평범한 여관이지만위치는 서부대륙에서 가장 위험한 곳에있다평범하지만 이상한 여관이야기,9.9,story,fantasy
엘리트 고양이의 지구 고양이 구출기,9.9,omnibus,fantasy
어느날 나타난 비밀의 꽃 그 꽃과 사람들의 이야기,9.6,story,fantasy
상처받은 영혼에 위로를,9.77,story,fantasy
아주 가까운 병맛같은 근미래많은 예언서들이 예언한대로 결국 인간은 초능력을 손에 넣게 되었다넘쳐나는 초인들의 세상속에 일어나는 맥락없고 근본없는 이야기,8.71,story,fantasy
현대 퇴마물,9.82,story,fantasy
후회되는 순간으로 돌아가고 싶어자신의 인생 중 돌아가고 싶은 날로 돌아가과거를 바꾸려는 타임리프 옴니버스매달 일  일  일 연재,9.69,omnibus,fantasy
기계와 마법이 공존하는 오버테크놀로지 세계의 이야기,9.87,episode,fantasy
수수께끼 도사와 소녀의 이야기,9.82,episode,fantasy
평범하게 살고 있던 나에게 이무기가 나타났다 뭐 내가 여의주라고,9.68,story,fantasy
애증의 미학,8.16,story,fantasy
천도복숭아를 둘러싼 동양 액션 판타지매달 일 일 일에 업로드 됩니다 작가 이메일  ,9.85,story,fantasy
얘 팔자야 남이 아플 걸 저가 아프지 다른 세계에선 그 마음을 마법이라고 불러,9.86,story,fantasy
구마를 생업으로 하루 벌어먹고 살며 역신을 뒤쫓는 눈물겨운 여행,9.87,story,fantasy
밤의 능력과 함께 아침으로 가는 동양판타지,9.57,story,fantasy
특별한 소년과 신들의 여왕이 함께 모험하는 이야기,9.75,story,fantasy
도깨비나 이무기 산신령 구미호 같은 존재들은 단지 설화 속 이야기거리가 아니다 그들은 세기 서울 인간들 속에 숨어 살고 있다 인간세계 속 도깨비들 사이에서 고군분투하는 청년 빈센트의 이야기,9.77,omnibus,fantasy
명문학교라면서 이상한 수업들만 가득한 학교와 심하게 개성넘치는 선생님들과 학생들의 평온하지 않은 일상,9.85,episode,fantasy
천자왕의 폭정과 사신들의 욕심으로 분열 된 제신 제국 그 틈을 타 세상에 혼란을 가져 온 아수라 주인공 상팔이 일행 사인검과 팔괘를 찾아 아수라를 막아라매달 일 일 일에 업로드 됩니다,9.78,story,fantasy
하프엘프 에루와 엘프들의 이야기입니다 자유연재로 진행하고있습니다,9.85,story,fantasy
미로처럼 얽힌 운명의 장난 서로 사랑하지만 이어질 수 없는두 사람의 불행 연쇄를 끊기 위해 해피엔딩을 찾아 나서는 이야기,9.89,story,fantasy
만지면 변하는 사람의 몸이 특별한 능력은 고통없고 부작용없는 성형술의 대가로 다시 태어난다하지만 능력을 시기하고 탐하는 세력들의 등장으로성형술사와 그의 친구들은 계속되는 사건에 휘말린다과연 이들은 이 난관을 어떻게 헤쳐나갈 것인가,9.73,story,fantasy
평범한 중학생처럼 보이는 이나비 사실 나비의 정체는 마녀격주 토요일 밤 업로드됩니다,9.85,story,fantasy
현실에서도 받는 스트레스 잠자는 시간만이라도 안받고 싶은데 뭔 꿈이 그렇게 스펙타클한지  잠에서 깨고 나면 기운이 다 빠질 정도다 아무 꿈도 안꾸고 싶다고 외치는 채이 앞에 본인은 좋은 꿈을 꾸게 도와주는 드리머  라면서 웬 낯선 사람이 찾아오는데,9.89,story,fantasy
매일 지겹게 반복되는 일상쏠로 탈출을 하지 못하면 죽게 되는데,8.83,story,fantasy
신의 아이를 낳아 기르는 이와 그를 사랑한 도깨비의 이야기매주 화요일 연재,9.88,story,fantasy
바리는 이꼴사냥꾼에게 납치된 친구 두리를 찾고 이꼴을 원래 모습으로 돌려놓기 위해 소원을 들어주는 산신을 찾으러 나선다 하지만 세상에는 이꼴을 구별 할 수있는 호랑이 눈썹을 가진 사냥꾼들이 가득하다,9.88,story,fantasy
달의 항아의 재림인 유비와 암궁의 유폐된 폐세자 사하의 이야기,9.75,story,fantasy
사고로 기억을 잃은 은수는 서서히 기억을 되찾아 가면서 자신의 존재를 의심하는데,9.45,story,fantasy
환상의 세계 판타리아 인간계에 마족 리네가 내려왔다 마계의 왕 수르트를 찾아 떠나는 리네의 인간계 여행기 맘 편히 볼 수 있는 먼치킨 물 자유 목요일 연재,9.88,story,fantasy
백작 가의 영애 프시케는 만인의 사랑을 받는 존재다내 모든 것을 앗아간 프시케 무엇이든 쉽게 가지는 프시케나는 단 하루만이라도 그 애가 되고 싶었다,9.89,story,fantasy
년만에 재회한 첫사랑이 늙지않았다 나만 서른살 실화임,9.79,story,fantasy
